,inspectionidnumber,dateofinspection,businessname,fulladdress,inspectiontype,inspectionscore,latitude,longitude
4186,198502,2017/06/16,THE SAMPLE ROOM,2124 MARSHALL ST NE,Follow-Up,100,45.00955,-93.27237
4188,204353,2017/07/13,THE SAMPLE ROOM,2124 MARSHALL ST NE,Follow-Up,100,45.00955,-93.27237
4177,190922,2018/02/06,THE SAMPLE ROOM,2124 MARSHALL ST NE,Routine,96,45.00955,-93.27237
4189,242276,2019/02/05,THE SAMPLE ROOM,2124 MARSHALL ST NE,Routine,96,45.00955,-93.27237
12874,30255,2017/07/11,THE SEVILLE CLUB,15 GLENWOOD AVE,Routine,92,44.97867,-93.27695
12895,204202,2017/11/02,THE SEVILLE CLUB,15 GLENWOOD AVE,Follow-Up,100,44.97867,-93.27695
12887,204201,2018/06/26,THE SEVILLE CLUB,15 GLENWOOD AVE,Routine,100,44.97867,-93.27695
12899,253469,2019/06/27,THE SEVILLE CLUB,15 GLENWOOD AVE,Routine,94,44.97867,-93.27695
15736,180145,2017/01/18,THE SHERIDAN ROOM,337 13TH AVE NE,Follow-Up,96,45.00121,-93.2627
15728,180144,2017/12/06,THE SHERIDAN ROOM,337 13TH AVE NE,Routine,78,45.00121,-93.2627
15744,235115,2018/01/10,THE SHERIDAN ROOM,337 13TH AVE NE,Follow-Up,100,45.00121,-93.2627
15739,235114,2018/12/05,THE SHERIDAN ROOM,337 13TH AVE NE,Routine,98,45.00121,-93.2627
15745,286002,2019/12/06,THE SHERIDAN ROOM,337 13TH AVE NE,Routine,90,45.00121,-93.2627
15748,339779,2020/01/09,THE SHERIDAN ROOM,337 13TH AVE NE,Follow-Up,94,45.00121,-93.2627
23686,188928,2017/04/20,THE SIMPLE SANDWICH,215 4TH ST S,Routine,96,44.97817,-93.26685
23691,196545,2018/03/28,THE SIMPLE SANDWICH,215 4TH ST S,Routine,78,44.97817,-93.26685
23707,246996,2018/05/24,THE SIMPLE SANDWICH,215 4TH ST S,Follow-Up,100,44.97817,-93.26685
23704,246995,2019/03/25,THE SIMPLE SANDWICH,215 4TH ST S,Routine,98,44.97817,-93.26685
5823,237175,2018/03/14,THE SONDER SHAKER,130 HENNEPIN AVE E,Routine,98,44.98711,-93.25803
5827,246047,2019/04/18,THE SONDER SHAKER,130 HENNEPIN AVE E,Routine,84,44.98711,-93.25803
5836,309140,2019/06/04,THE SONDER SHAKER,130 HENNEPIN AVE E,Follow-Up,94,44.98711,-93.25803
19829,35948,2017/02/02,THE SOUTHERN THEATER,1420 WASHINGTON AVE S,Routine,100,44.97354,-93.24795
19830,189803,2019/01/17,THE SOUTHERN THEATER,1420 WASHINGTON AVE S,Routine,100,44.97354,-93.24795
2642,230926,2018/02/21,THE STRAY DOG,401 HENNEPIN AVE E,Routine,86,44.9888,-93.25494
2659,243655,2018/04/04,THE STRAY DOG,401 HENNEPIN AVE E,Follow-Up,100,44.9888,-93.25494
2648,243654,2019/03/05,THE STRAY DOG,401 HENNEPIN AVE E,Routine,92,44.9888,-93.25494
2661,304033,2019/04/23,THE STRAY DOG,401 HENNEPIN AVE E,Follow-Up,100,44.9888,-93.25494
11395,305032,2019/05/21,THE WANDERING MUG,811 LASALLE AVE,Routine,92,44.97592,-93.27444
7172,30389,2017/05/15,THE WIENERY,414 CEDAR AVE S,Routine,84,44.96962,-93.2475
7206,202624,2017/07/08,THE WIENERY,414 CEDAR AVE S,Follow-Up,94,44.96962,-93.2475
7220,203582,2017/08/29,THE WIENERY,414 CEDAR AVE S,Follow-Up,100,44.96962,-93.2475
7195,202623,2018/04/30,THE WIENERY,414 CEDAR AVE S,Routine,92,44.96962,-93.2475
7250,251847,2018/06/26,THE WIENERY,414 CEDAR AVE S,Follow-Up,100,44.96962,-93.2475
7228,251846,2019/05/06,THE WIENERY,414 CEDAR AVE S,Routine,72,44.96962,-93.2475
7258,310340,2019/07/16,THE WIENERY,414 CEDAR AVE S,Follow-Up,98,44.96962,-93.2475
19825,208983,2017/10/24,THEATRE IN THE ROUND,245 CEDAR AVE S,Routine,100,44.97246,-93.24685
19826,231647,2019/10/24,THEATRE IN THE ROUND,245 CEDAR AVE S,Routine,100,44.97246,-93.24685
23021,330391,2019/12/05,THR3 JACK,724 3RD ST N,Routine,92,44.98758,-93.27851
11282,304445,2019/03/12,TIBET KITCHEN BAR & RESTAURANT,1833 NICOLLET AVE,Routine,84,44.96425,-93.27752
11288,308957,2019/04/19,TIBET KITCHEN BAR & RESTAURANT,1833 NICOLLET AVE,Follow-Up,100,44.96425,-93.27752
1675,30646,2017/06/01,TILIA,2726 43RD ST W,Routine,80,44.92467,-93.31405
1728,201214,2017/08/11,TILIA,2726 43RD ST W,Follow-Up,86,44.92467,-93.31405
1742,217879,2017/10/06,TILIA,2726 43RD ST W,Follow-Up,86,44.92467,-93.31405
1753,228640,2017/11/22,TILIA,2726 43RD ST W,Follow-Up,86,44.92467,-93.31405
1761,233876,2017/12/08,TILIA,2726 43RD ST W,Follow-Up,94,44.92467,-93.31405
1698,201213,2018/06/25,TILIA,2726 43RD ST W,Routine,60,44.92467,-93.31405
1772,253726,2018/12/07,TILIA,2726 43RD ST W,Follow-Up,90,44.92467,-93.31405
1781,281252,2019/02/06,TILIA,2726 43RD ST W,Follow-Up,94,44.92467,-93.31405
1766,253725,2019/06/25,TILIA,2726 43RD ST W,Routine,92,44.92467,-93.31405
9810,228097,2017/12/05,TINTO KITCHEN,4959 PENN AVE S,Routine,72,44.91255,-93.30833
9847,234855,2018/02/06,TINTO KITCHEN,4959 PENN AVE S,Follow-Up,86,44.91255,-93.30833
9855,242304,2018/03/08,TINTO KITCHEN,4959 PENN AVE S,Follow-Up,98,44.91255,-93.30833
9834,234854,2018/12/11,TINTO KITCHEN,4959 PENN AVE S,Routine,86,44.91255,-93.30833
9858,281366,2019/02/08,TINTO KITCHEN,4959 PENN AVE S,Follow-Up,96,44.91255,-93.30833
9862,281365,2020/01/13,TINTO KITCHEN,4959 PENN AVE S,Routine,94,44.91255,-93.30833
3606,30696,2017/07/06,TINY DINER,1024 38TH ST E,Routine,62,44.93439,-93.25907
3643,203537,2017/08/23,TINY DINER,1024 38TH ST E,Follow-Up,84,44.93439,-93.25907
3650,223030,2017/10/11,TINY DINER,1024 38TH ST E,Follow-Up,100,44.93439,-93.25907
3628,203536,2018/07/31,TINY DINER,1024 38TH ST E,Routine,78,44.93439,-93.25907
3666,264677,2018/10/11,TINY DINER,1024 38TH ST E,Follow-Up,98,44.93439,-93.25907
3651,264676,2019/07/31,TINY DINER,1024 38TH ST E,Routine,88,44.93439,-93.25907
3671,319990,2019/09/24,TINY DINER,1024 38TH ST E,Follow-Up,88,44.93439,-93.25907
3683,330743,2019/11/26,TINY DINER,1024 38TH ST E,Follow-Up,98,44.93439,-93.25907
3689,205438,2017/08/24,TINY DINER FARMERS MARKET,1024 38TH ST E,Routine,100,44.93439,-93.25907
3692,222013,2018/09/27,TINY DINER FARMERS MARKET,1024 38TH ST E,Routine,100,44.93439,-93.25907
3694,274937,2019/07/31,TINY DINER FARMERS MARKET,1024 38TH ST E,Routine,100,44.93439,-93.25907
17192,36773,2017/02/02,TONY JAROS' RIVER GARDENS,2500 MARSHALL ST NE,Routine,96,45.01329,-93.27247
17198,189795,2017/12/15,TONY JAROS' RIVER GARDENS,2500 MARSHALL ST NE,Routine,96,45.01329,-93.27247
17201,236376,2018/12/24,TONY JAROS' RIVER GARDENS,2500 MARSHALL ST NE,Routine,96,45.01329,-93.27247
17207,286128,2019/12/24,TONY JAROS' RIVER GARDENS,2500 MARSHALL ST NE,Routine,88,45.01329,-93.27247
17216,340183,2020/01/07,TONY JAROS' RIVER GARDENS,2500 MARSHALL ST NE,Follow-Up,100,45.01329,-93.27247
13749,36824,2018/01/12,TOOTIES ON LOWRY,2706 LOWRY AVE N,Routine,94,45.01345,-93.31498
13768,238080,2018/02/14,TOOTIES ON LOWRY,2706 LOWRY AVE N,Follow-Up,100,45.01345,-93.31498
13756,238079,2018/12/20,TOOTIES ON LOWRY,2706 LOWRY AVE N,Routine,76,45.01345,-93.31498
13785,287863,2019/02/14,TOOTIES ON LOWRY,2706 LOWRY AVE N,Follow-Up,94,45.01345,-93.31498
13771,287862,2019/12/16,TOOTIES ON LOWRY,2706 LOWRY AVE N,Routine,90,45.01345,-93.31498
13789,339461,2020/01/16,TOOTIES ON LOWRY,2706 LOWRY AVE N,Follow-Up,96,45.01345,-93.31498
12595,248040,2018/07/13,TORI RAMEN,2201 44TH AVE N,Routine,76,45.03523,-93.30894
12638,254889,2018/09/19,TORI RAMEN,2201 44TH AVE N,Follow-Up,94,45.03523,-93.30894
12610,254888,2019/07/11,TORI RAMEN,2201 44TH AVE N,Routine,68,45.03523,-93.30894
12645,315362,2019/08/28,TORI RAMEN,2201 44TH AVE N,Follow-Up,94,45.03523,-93.30894
16883,36938,2017/02/27,TOSCA /TURTLE BREAD,3421 44TH ST W,Routine,84,44.92309,-93.32369
16899,191487,2018/03/13,TOSCA /TURTLE BREAD,3421 44TH ST W,Routine,82,44.92309,-93.32369
16931,246336,2018/05/02,TOSCA /TURTLE BREAD,3421 44TH ST W,Follow-Up,92,44.92309,-93.32369
16942,249103,2018/06/22,TOSCA /TURTLE BREAD,3421 44TH ST W,Follow-Up,88,44.92309,-93.32369
16954,253370,2018/08/17,TOSCA /TURTLE BREAD,3421 44TH ST W,Follow-Up,100,44.92309,-93.32369
16927,246335,2019/03/29,TOSCA /TURTLE BREAD,3421 44TH ST W,Routine,98,44.92309,-93.32369
13154,37021,2017/10/11,TOWN HALL LANES,5019 34TH AVE S,Routine,94,44.9119,-93.22245
13168,229348,2017/12/07,TOWN HALL LANES,5019 34TH AVE S,Follow-Up,100,44.9119,-93.22245
13165,229347,2018/10/26,TOWN HALL LANES,5019 34TH AVE S,Routine,100,44.9119,-93.22245
13170,277487,2019/10/24,TOWN HALL LANES,5019 34TH AVE S,Routine,86,44.9119,-93.22245
13180,335304,2019/12/18,TOWN HALL LANES,5019 34TH AVE S,Follow-Up,94,44.9119,-93.22245
7072,37046,2017/05/24,TOWN HALL TAP,4810 CHICAGO AVE,Routine,92,44.91576,-93.26303
7103,200144,2017/07/05,TOWN HALL TAP,4810 CHICAGO AVE,Follow-Up,100,44.91576,-93.26303
7088,200143,2018/06/12,TOWN HALL TAP,4810 CHICAGO AVE,Routine,88,44.91576,-93.26303
7116,253162,2018/08/09,TOWN HALL TAP,4810 CHICAGO AVE,Follow-Up,92,44.91576,-93.26303
7122,263493,2018/09/13,TOWN HALL TAP,4810 CHICAGO AVE,Follow-Up,100,44.91576,-93.26303
7106,253161,2019/06/25,TOWN HALL TAP,4810 CHICAGO AVE,Routine,82,44.91576,-93.26303
7125,314702,2019/07/29,TOWN HALL TAP,4810 CHICAGO AVE,Follow-Up,100,44.91576,-93.26303
1432,37053,2017/05/17,TOWN TALK DINER & GASTROPUB,2707 LAKE ST E,Follow-Up,100,44.94811,-93.23272
1443,199585,2017/07/19,TOWN TALK DINER & GASTROPUB,2707 LAKE ST E,Follow-Up,100,44.94811,-93.23272
1437,37054,2017/11/16,TOWN TALK DINER & GASTROPUB,2707 LAKE ST E,Routine,96,44.94811,-93.23272
1447,233218,2018/12/06,TOWN TALK DINER & GASTROPUB,2707 LAKE ST E,Routine,100,44.94811,-93.23272
1455,281028,2019/12/05,TOWN TALK DINER & GASTROPUB,2707 LAKE ST E,Routine,94,44.94811,-93.23272
721,291949,2019/04/25,TRAVAIL,1930 HENNEPIN AVE,Routine,84,44.96329,-93.2914
2542,124154,2017/05/03,TRIESTE CAFE,10 5TH ST S #GROUND FLR,Follow-Up,86,44.97969,-93.27171
2552,197710,2017/07/11,TRIESTE CAFE,10 5TH ST S #GROUND FLR,Follow-Up,94,44.97969,-93.27171
2540,47714,2017/10/20,TRIESTE CAFE,10 5TH ST S #GROUND FLR,Routine,100,44.97969,-93.27171
2561,231245,2018/11/02,TRIESTE CAFE,10 5TH ST S #GROUND FLR,Routine,100,44.97969,-93.27171
2563,278470,2019/10/31,TRIESTE CAFE,10 5TH ST S #GROUND FLR,Routine,100,44.97969,-93.27171
16829,37174,2017/02/28,TRUCE,1428 32ND ST W,Routine,96,44.94491,-93.29857
16834,191938,2018/03/14,TRUCE,1428 32ND ST W,Routine,94,44.94491,-93.29857
16840,246363,2019/03/22,TRUCE,1428 32ND ST W,Routine,100,44.94491,-93.29857
14346,279827,2019/01/08,TRUFFLE HILL CHOCOLATES,120 6TH ST S,Routine,100,44.97736,-93.26875
20865,43217,2017/08/08,TURTLE BREAD,4205 34TH ST E,Routine,94,44.94131,-93.21237
20880,214095,2017/10/05,TURTLE BREAD,4205 34TH ST E,Follow-Up,100,44.94131,-93.21237
20875,214094,2018/09/05,TURTLE BREAD,4205 34TH ST E,Routine,98,44.94131,-93.21237
20883,270352,2019/08/23,TURTLE BREAD,4205 34TH ST E,Routine,86,44.94131,-93.21237
20890,325846,2019/10/24,TURTLE BREAD,4205 34TH ST E,Follow-Up,100,44.94131,-93.21237
21889,43409,2017/07/18,U GARDEN RESTAURANT,2725 UNIVERSITY AVE SE,Routine,82,44.97236,-93.21699
21913,204592,2017/08/09,U GARDEN RESTAURANT,2725 UNIVERSITY AVE SE,Follow-Up,100,44.97236,-93.21699
21899,204591,2018/07/25,U GARDEN RESTAURANT,2725 UNIVERSITY AVE SE,Routine,76,44.97236,-93.21699
21921,258047,2018/10/01,U GARDEN RESTAURANT,2725 UNIVERSITY AVE SE,Follow-Up,96,44.97236,-93.21699
21914,258046,2019/07/23,U GARDEN RESTAURANT,2725 UNIVERSITY AVE SE,Routine,96,44.97236,-93.21699
9191,124404,2017/01/24,UNCLE FRANKY'S,728 BROADWAY ST NE,Follow-Up,100,44.99852,-93.25139
9181,124403,2017/12/12,UNCLE FRANKY'S,728 BROADWAY ST NE,Routine,92,44.99852,-93.25139
9205,236296,2018/02/06,UNCLE FRANKY'S,728 BROADWAY ST NE,Follow-Up,94,44.99852,-93.25139
9209,242536,2018/03/13,UNCLE FRANKY'S,728 BROADWAY ST NE,Follow-Up,100,44.99852,-93.25139
9196,235522,2018/12/17,UNCLE FRANKY'S,728 BROADWAY ST NE,Routine,90,44.99852,-93.25139
9224,286469,2019/01/28,UNCLE FRANKY'S,728 BROADWAY ST NE,Follow-Up,94,44.99852,-93.25139
9210,286468,2019/12/16,UNCLE FRANKY'S,728 BROADWAY ST NE,Routine,90,44.99852,-93.25139
9232,339034,2020/01/29,UNCLE FRANKY'S,728 BROADWAY ST NE,Follow-Up,92,44.99852,-93.25139
10155,43565,2017/09/07,UNION,731 HENNEPIN AVE,Routine,76,44.97709,-93.27537
10193,224652,2017/11/15,UNION,731 HENNEPIN AVE,Follow-Up,100,44.97709,-93.27537
10178,224651,2018/09/27,UNION,731 HENNEPIN AVE,Routine,74,44.97709,-93.27537
10207,273210,2018/11/09,UNION,731 HENNEPIN AVE,Follow-Up,100,44.97709,-93.27537
10197,273209,2019/09/19,UNION,731 HENNEPIN AVE,Routine,94,44.97709,-93.27537
4542,50323,2017/06/08,UPTOWN DINER,2548 HENNEPIN AVE,Routine,94,44.95583,-93.2972
4552,201873,2017/08/10,UPTOWN DINER,2548 HENNEPIN AVE,Follow-Up,100,44.95583,-93.2972
4548,201872,2018/06/18,UPTOWN DINER,2548 HENNEPIN AVE,Routine,100,44.95583,-93.2972
4555,252918,2019/06/26,UPTOWN DINER,2548 HENNEPIN AVE,Routine,94,44.95583,-93.2972
21160,249490,2018/07/12,UPTOWN PIZZA,323 LAKE ST W,Routine,88,44.94811,-93.28393
21172,258061,2018/08/22,UPTOWN PIZZA,323 LAKE ST W,Follow-Up,88,44.94811,-93.28393
21185,268873,2018/08/29,UPTOWN PIZZA,323 LAKE ST W,Follow-Up,92,44.94811,-93.28393
21196,271504,2018/10/10,UPTOWN PIZZA,323 LAKE ST W,Follow-Up,92,44.94811,-93.28393
21206,275475,2018/11/14,UPTOWN PIZZA,323 LAKE ST W,Follow-Up,94,44.94811,-93.28393
21214,279861,2018/12/19,UPTOWN PIZZA,323 LAKE ST W,Follow-Up,98,44.94811,-93.28393
21221,258060,2020/01/07,UPTOWN PIZZA,323 LAKE ST W,Routine,88,44.94811,-93.28393
21237,340407,2020/01/22,UPTOWN PIZZA,323 LAKE ST W,Follow-Up,96,44.94811,-93.28393
20153,50385,2017/07/01,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,Routine,94,44.94941,-93.29738
20166,204576,2017/09/22,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,Follow-Up,100,44.94941,-93.29738
20165,204575,2018/07/26,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,Routine,100,44.94941,-93.29738
20167,257452,2019/07/25,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,Routine,96,44.94941,-93.29738
20172,50391,2017/07/17,UPTOWN THEATRE,2906 HENNEPIN AVE,Routine,96,44.94906,-93.29867
20179,205417,2019/01/15,UPTOWN THEATRE,2906 HENNEPIN AVE,Routine,90,44.94906,-93.29867
20184,292608,2019/02/26,UPTOWN THEATRE,2906 HENNEPIN AVE,Follow-Up,96,44.94906,-93.29867
6365,50462,2017/06/22,URBAN EATERY,2730 LAKE ST W #1ST FL,Routine,70,44.94989,-93.31518
6392,201972,2017/08/31,URBAN EATERY,2730 LAKE ST W #1ST FL,Follow-Up,86,44.94989,-93.31518
6402,224503,2017/10/27,URBAN EATERY,2730 LAKE ST W #1ST FL,Follow-Up,96,44.94989,-93.31518
6406,231652,2018/01/12,URBAN EATERY,2730 LAKE ST W #1ST FL,Follow-Up,96,44.94989,-93.31518
6409,240486,2018/02/23,URBAN EATERY,2730 LAKE ST W #1ST FL,Follow-Up,100,44.94989,-93.31518
6385,201971,2018/06/29,URBAN EATERY,2730 LAKE ST W #1ST FL,Routine,90,44.94989,-93.31518
6418,254652,2018/09/07,URBAN EATERY,2730 LAKE ST W #1ST FL,Follow-Up,96,44.94989,-93.31518
6412,254651,2019/07/11,URBAN EATERY,2730 LAKE ST W #1ST FL,Routine,100,44.94989,-93.31518
17780,50559,2017/06/06,VALENTINO CAFE,900 2ND AVE S,Routine,98,44.9737,-93.27186
17795,201299,2017/07/05,VALENTINO CAFE,900 2ND AVE S,Follow-Up,96,44.9737,-93.27186
17787,201298,2018/06/12,VALENTINO CAFE,900 2ND AVE S,Routine,86,44.9737,-93.27186
17806,252597,2018/07/17,VALENTINO CAFE,900 2ND AVE S,Follow-Up,100,44.9737,-93.27186
17799,252596,2019/06/11,VALENTINO CAFE,900 2ND AVE S,Routine,86,44.9737,-93.27186
17809,313668,2019/07/08,VALENTINO CAFE,900 2ND AVE S,Follow-Up,96,44.9737,-93.27186
18830,50607,2017/06/19,VALERIES TAQUERIA,30 32ND ST E,Routine,94,44.9452,-93.27753
18856,201812,2017/07/24,VALERIES TAQUERIA,30 32ND ST E,Follow-Up,96,44.9452,-93.27753
18844,201811,2018/06/19,VALERIES TAQUERIA,30 32ND ST E,Routine,94,44.9452,-93.27753
18877,253744,2018/08/16,VALERIES TAQUERIA,30 32ND ST E,Follow-Up,100,44.9452,-93.27753
18865,253743,2019/06/12,VALERIES TAQUERIA,30 32ND ST E,Routine,98,44.9452,-93.27753
5644,240361,2018/04/13,VARSITY THEATRE,1308 4TH ST SE,Routine,96,44.98057,-93.23692
5649,247873,2019/04/17,VARSITY THEATRE,1308 4TH ST SE,Routine,96,44.98057,-93.23692
15308,268964,2018/10/26,VEGAN EAST,2409 LYNDALE AVE S,Routine,96,44.95872,-93.2876
15311,277246,2019/10/23,VEGAN EAST,2409 LYNDALE AVE S,Routine,100,44.95872,-93.2876
7055,50660,2017/03/08,VELLEE DELI,109 7TH ST S #263,Routine,98,44.97593,-93.27064
7058,192244,2018/03/19,VELLEE DELI,109 7TH ST S #263,Routine,92,44.97593,-93.27064
7071,246321,2018/04/23,VELLEE DELI,109 7TH ST S #263,Follow-Up,100,44.97593,-93.27064
7067,246320,2019/03/18,VELLEE DELI,109 7TH ST S #263,Routine,94,44.97593,-93.27064
21923,205628,2017/09/28,VENTURE ACADEMY,315 27TH AVE SE,Routine,92,44.973,-93.21858
21928,227143,2018/03/16,VENTURE ACADEMY,315 27TH AVE SE,Routine,100,44.973,-93.21858
21933,246310,2018/09/20,VENTURE ACADEMY,315 27TH AVE SE,Routine,100,44.973,-93.21858
21937,272328,2019/03/28,VENTURE ACADEMY,315 27TH AVE SE,Routine,100,44.973,-93.21858
21940,307355,2019/09/20,VENTURE ACADEMY,315 27TH AVE SE,Routine,98,44.973,-93.21858
1010,50819,2017/10/26,VICTORS 1959 CAFE,3756 GRAND AVE S,Routine,80,44.93423,-93.28462
1026,232204,2017/12/19,VICTORS 1959 CAFE,3756 GRAND AVE S,Follow-Up,100,44.93423,-93.28462
1022,232203,2018/10/24,VICTORS 1959 CAFE,3756 GRAND AVE S,Routine,96,44.93423,-93.28462
1028,277119,2019/11/14,VICTORS 1959 CAFE,3756 GRAND AVE S,Routine,94,44.93423,-93.28462
11773,328971,2019/09/16,VILLAGE HOUSE QUE VIET,2211 JOHNSON ST NE,Routine,100,45.00994,-93.2369
15316,234732,2018/02/13,VITALIS,1300 NICOLLET MALL,Routine,86,44.97086,-93.27826
15330,243291,2018/03/13,VITALIS,1300 NICOLLET MALL,Follow-Up,90,44.97086,-93.27826
15337,245972,2018/04/17,VITALIS,1300 NICOLLET MALL,Follow-Up,100,44.97086,-93.27826
15325,243290,2019/08/19,VITALIS,1300 NICOLLET MALL,Routine,98,44.97086,-93.27826
11411,58445,2017/07/19,W MINNEAPOLIS - THE FOSHAY,821 MARQUETTE AVE,Routine,80,44.97448,-93.2718
11433,208287,2017/08/16,W MINNEAPOLIS - THE FOSHAY,821 MARQUETTE AVE,Follow-Up,96,44.97448,-93.2718
11426,208286,2018/07/17,W MINNEAPOLIS - THE FOSHAY,821 MARQUETTE AVE,Routine,92,44.97448,-93.2718
11444,254897,2018/08/15,W MINNEAPOLIS - THE FOSHAY,821 MARQUETTE AVE,Follow-Up,100,44.97448,-93.2718
11437,254896,2019/07/15,W MINNEAPOLIS - THE FOSHAY,821 MARQUETTE AVE,Routine,96,44.97448,-93.2718
5567,246988,2018/06/18,WAFFLE BAR,2758 LYNDALE AVE S,Routine,100,44.95217,-93.28849
5571,254442,2019/12/23,WAFFLE BAR,2758 LYNDALE AVE S,Routine,100,44.95217,-93.28849
1859,58549,2017/05/24,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,Routine,52,44.94759,-93.32256
1915,200239,2017/07/18,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,Follow-Up,84,44.94759,-93.32256
1928,205631,2017/09/25,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,Follow-Up,96,44.94759,-93.32256
1896,200238,2018/06/07,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,Routine,74,44.94759,-93.32256
1944,252847,2018/07/19,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,Follow-Up,100,44.94759,-93.32256
1933,252846,2019/06/19,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,Routine,96,44.94759,-93.32256
10595,58554,2017/02/27,WALDORF CITY SCHOOL,2344 NICOLLET AVE,Routine,94,44.95947,-93.27839
10598,191797,2018/02/13,WALDORF CITY SCHOOL,2344 NICOLLET AVE,Routine,94,44.95947,-93.27839
10601,242936,2019/02/19,WALDORF CITY SCHOOL,2344 NICOLLET AVE,Routine,96,44.95947,-93.27839
16296,58725,2017/02/09,WALKIN' DOG,618 2ND AVE S #119 NORTH,Routine,88,44.97622,-93.26974
16313,190222,2017/03/28,WALKIN' DOG,618 2ND AVE S #119 NORTH,Follow-Up,92,44.97622,-93.26974
16303,190221,2018/08/22,WALKIN' DOG,618 2ND AVE S #119 NORTH,Routine,94,44.97622,-93.26974
16317,266933,2018/10/02,WALKIN' DOG,618 2ND AVE S #119 NORTH,Follow-Up,100,44.97622,-93.26974
12243,58804,2017/08/09,WASABI FUSION CUISINE,903 WASHINGTON AVE S,Routine,88,44.97617,-93.25594
12252,227823,2018/08/14,WASABI FUSION CUISINE,903 WASHINGTON AVE S,Routine,88,44.97617,-93.25594
12269,265318,2018/09/12,WASABI FUSION CUISINE,903 WASHINGTON AVE S,Follow-Up,94,44.97617,-93.25594
12276,271795,2018/10/11,WASABI FUSION CUISINE,903 WASHINGTON AVE S,Follow-Up,96,44.97617,-93.25594
12264,265317,2019/08/13,WASABI FUSION CUISINE,903 WASHINGTON AVE S,Routine,100,44.97617,-93.25594
10522,225879,2017/11/02,WEDGE TABLE,2412 NICOLLET AVE,Routine,96,44.95847,-93.27838
10540,233856,2018/01/05,WEDGE TABLE,2412 NICOLLET AVE,Routine,100,44.95847,-93.27838
10525,232084,2018/10/30,WEDGE TABLE,2412 NICOLLET AVE,Routine,94,44.95847,-93.27838
10527,277701,2019/11/04,WEDGE TABLE,2412 NICOLLET AVE,Routine,94,44.95847,-93.27838
10607,237178,2020/01/06,WEDGE TABLE,2412 NICOLLET AVE,Routine,100,44.95847,-93.27838
23319,65383,2017/11/06,WHITE CASTLE #26,100 LAKE ST W,Routine,96,44.94864,-93.28019
23328,233220,2019/05/14,WHITE CASTLE #26,100 LAKE ST W,Routine,98,44.94864,-93.28019
23088,65386,2017/03/14,WHITE CASTLE #29,608 CENTRAL AVE NE,Routine,100,44.98988,-93.25183
23099,192767,2017/04/18,WHITE CASTLE #29,608 CENTRAL AVE NE,Follow-Up,100,44.98988,-93.25183
23097,192766,2018/12/17,WHITE CASTLE #29,608 CENTRAL AVE NE,Routine,96,44.98988,-93.25183
16653,65555,2017/05/19,WHOLE SUM,824 50TH ST W,Routine,94,44.91253,-93.29044
16656,199787,2018/05/18,WHOLE SUM,824 50TH ST W,Routine,84,44.91253,-93.29044
16668,251027,2018/09/02,WHOLE SUM,824 50TH ST W,Follow-Up,100,44.91253,-93.29044
16663,251026,2019/06/23,WHOLE SUM,824 50TH ST W,Routine,94,44.91253,-93.29044
16671,65560,2017/01/17,WHOLE SUM KITCHEN,824 50TH ST W,Routine,96,44.91253,-93.29044
16675,188246,2018/01/22,WHOLE SUM KITCHEN,824 50TH ST W,Routine,92,44.91253,-93.29044
16699,241385,2018/03/09,WHOLE SUM KITCHEN,824 50TH ST W,Follow-Up,98,44.91253,-93.29044
16684,241384,2019/01/22,WHOLE SUM KITCHEN,824 50TH ST W,Routine,86,44.91253,-93.29044
16702,294090,2019/02/28,WHOLE SUM KITCHEN,824 50TH ST W,Follow-Up,100,44.91253,-93.29044
16708,294089,2020/01/22,WHOLE SUM KITCHEN,824 50TH ST W,Routine,94,44.91253,-93.29044
4590,246649,2018/06/14,WILDE CAFE & SPIRITS,65 MAIN ST SE,Routine,90,44.98613,-93.25797
4608,254016,2018/07/25,WILDE CAFE & SPIRITS,65 MAIN ST SE,Follow-Up,96,44.98613,-93.25797
4600,254015,2019/06/18,WILDE CAFE & SPIRITS,65 MAIN ST SE,Routine,96,44.98613,-93.25797
18596,17410,2017/10/28,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 HENNEPIN AVE,Routine,94,44.94954,-93.29787
18612,231995,2017/12/29,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 HENNEPIN AVE,Follow-Up,100,44.94954,-93.29787
18606,231638,2018/10/30,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 HENNEPIN AVE,Routine,96,44.94954,-93.29787
18613,278077,2019/10/30,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 HENNEPIN AVE,Routine,100,44.94954,-93.29787
23963,123987,2017/12/06,WINGS & SEAFOOD TO GO,3404 NICOLLET AVE,Routine,92,44.94108,-93.2782
