,inspectionidnumber,dateofinspection,businessname,fulladdress,inspectiontype,inspectionscore,latitude,longitude
7006,252943,2019/06/14,TANGLETOWNS WISE ACRE EATERY,5401 NICOLLET AVE,Routine,98,44.90495,-93.27777
8597,64384,2017/05/24,TAO NATURAL FOODS,2200 DUPONT AVE S,Routine,100,44.96074,-93.29353
8604,64403,2017/06/08,TAO NATURAL FOODS,2200 DUPONT AVE S,Routine,92,44.96074,-93.29353
8614,202001,2017/08/07,TAO NATURAL FOODS,2200 DUPONT AVE S,Follow-Up,92,44.96074,-93.29353
8609,202000,2018/06/14,TAO NATURAL FOODS,2200 DUPONT AVE S,Routine,88,44.96074,-93.29353
8624,252921,2018/09/24,TAO NATURAL FOODS,2200 DUPONT AVE S,Follow-Up,92,44.96074,-93.29353
8598,200796,2019/05/23,TAO NATURAL FOODS,2200 DUPONT AVE S,Routine,88,44.96074,-93.29353
8618,252920,2019/06/14,TAO NATURAL FOODS,2200 DUPONT AVE S,Routine,94,44.96074,-93.29353
8601,312650,2019/07/24,TAO NATURAL FOODS,2200 DUPONT AVE S,Follow-Up,92,44.96074,-93.29353
12135,280881,2019/02/11,TAP SOCIETY,4555 GRAND AVE S,Routine,94,44.91976,-93.28408
18267,265483,2018/10/30,TAQUERIA & BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,Routine,98,44.94861,-93.25226
18270,277889,2019/07/27,TAQUERIA & BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,Routine,94,44.94861,-93.25226
18276,252517,2018/08/23,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,Routine,100,44.94861,-93.25226
18279,268533,2019/08/26,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,Routine,78,44.94861,-93.25226
18293,327794,2019/10/08,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,Follow-Up,100,44.94861,-93.25226
23762,64425,2017/06/01,TAQUERIA EL CHILO #3,311 LAKE ST E,Routine,88,44.94819,-93.28341
23787,200670,2017/06/29,TAQUERIA EL CHILO #3,311 LAKE ST E,Follow-Up,100,44.94819,-93.28341
23772,200669,2018/06/05,TAQUERIA EL CHILO #3,311 LAKE ST E,Routine,88,44.94819,-93.28341
23801,252132,2018/07/05,TAQUERIA EL CHILO #3,311 LAKE ST E,Follow-Up,98,44.94819,-93.28341
23791,252131,2019/06/10,TAQUERIA EL CHILO #3,311 LAKE ST E,Routine,88,44.94819,-93.28341
23807,313493,2019/07/31,TAQUERIA EL CHILO #3,311 LAKE ST E,Follow-Up,92,44.94819,-93.28341
7570,246992,2018/05/13,TAQUERIA EL VICTOR,405 LAKE ST E,Routine,96,44.94813,-93.26992
7573,251001,2019/05/07,TAQUERIA EL VICTOR,405 LAKE ST E,Routine,96,44.94813,-93.26992
7578,64457,2017/06/06,TAQUERIA LA HACIENDA,334 LAKE ST E #101,Routine,100,44.94874,-93.27094
7579,200805,2018/06/20,TAQUERIA LA HACIENDA,334 LAKE ST E #101,Routine,100,44.94874,-93.27094
7580,253051,2019/08/22,TAQUERIA LA HACIENDA,334 LAKE ST E #101,Routine,98,44.94874,-93.27094
7582,64482,2017/08/24,TAQUERIA LA HACIENDA 2,334 LAKE ST E #101,Routine,100,44.94874,-93.27094
7586,220984,2018/08/01,TAQUERIA LA HACIENDA 2,334 LAKE ST E #101,Routine,96,44.94874,-93.27094
7592,260724,2019/07/29,TAQUERIA LA HACIENDA 2,334 LAKE ST E #101,Routine,96,44.94874,-93.27094
16986,64527,2017/06/20,TAQUERIA LOS OCAMPO,920 LAKE ST E #152,Routine,96,44.94931,-93.26076
17004,201886,2017/07/19,TAQUERIA LOS OCAMPO,920 LAKE ST E #152,Follow-Up,96,44.94931,-93.26076
16996,201885,2018/06/15,TAQUERIA LOS OCAMPO,920 LAKE ST E #152,Routine,98,44.94931,-93.26076
17009,252796,2018/07/10,TAQUERIA LOS OCAMPO,920 LAKE ST E #152,Follow-Up,98,44.94931,-93.26076
17008,252795,2019/06/18,TAQUERIA LOS OCAMPO,920 LAKE ST E #152,Routine,100,44.94931,-93.26076
18297,309613,2019/07/01,TAQUERIA LOS OCAMPO,1501 LAKE ST E,Routine,92,44.9481,-93.25358
12025,64584,2017/03/31,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,Follow-Up,78,44.89761,-93.27779
12041,194377,2017/05/15,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,Follow-Up,94,44.89761,-93.27779
12036,64585,2017/05/30,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,Routine,94,44.89761,-93.27779
7526,231737,2017/10/30,TAQUERIA VICTOR HUGO,405 LAKE ST E,Routine,88,44.94813,-93.26992
7550,231853,2017/11/20,TAQUERIA VICTOR HUGO,405 LAKE ST E,Follow-Up,100,44.94813,-93.26992
12045,249158,2018/05/19,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,Routine,100,44.89761,-93.27779
7539,231852,2018/10/12,TAQUERIA VICTOR HUGO,405 LAKE ST E,Routine,88,44.94813,-93.26992
7562,275434,2018/12/04,TAQUERIA VICTOR HUGO,405 LAKE ST E,Follow-Up,100,44.94813,-93.26992
12046,252352,2019/05/23,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,Routine,90,44.89761,-93.27779
12055,311559,2019/06/27,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,Follow-Up,96,44.89761,-93.27779
7552,275433,2019/10/11,TAQUERIA VICTOR HUGO,405 LAKE ST E,Routine,88,44.94813,-93.26992
7563,333127,2019/11/15,TAQUERIA VICTOR HUGO,405 LAKE ST E,Follow-Up,96,44.94813,-93.26992
9256,230789,2017/11/29,TARGET PLAZA (DOWNTOWN),900 NICOLLET MALL,Routine,100,44.97479,-93.27499
9257,234221,2019/10/29,TARGET PLAZA (DOWNTOWN),900 NICOLLET MALL,Routine,100,44.97479,-93.27499
7981,205629,2017/12/13,TASTY POT,423 14TH AVE SE,Routine,84,44.98119,-93.2356
8012,236810,2018/02/19,TASTY POT,423 14TH AVE SE,Follow-Up,94,44.98119,-93.2356
8020,243183,2018/04/05,TASTY POT,423 14TH AVE SE,Follow-Up,96,44.98119,-93.2356
7998,236809,2018/12/18,TASTY POT,423 14TH AVE SE,Routine,86,44.98119,-93.2356
8042,286478,2019/01/24,TASTY POT,423 14TH AVE SE,Follow-Up,98,44.98119,-93.2356
8026,286477,2019/12/18,TASTY POT,423 14TH AVE SE,Routine,94,44.98119,-93.2356
7791,23418,2017/03/01,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Follow-Up,100,44.97386,-93.22157
7793,23419,2017/10/16,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Routine,74,44.97386,-93.22157
7826,229708,2017/12/12,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Follow-Up,94,44.97386,-93.22157
7837,235109,2018/02/06,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Follow-Up,94,44.97386,-93.22157
7814,229707,2018/11/06,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Routine,86,44.97386,-93.22157
7858,278717,2019/01/04,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Follow-Up,100,44.97386,-93.22157
7842,278716,2019/11/19,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Routine,72,44.97386,-93.22157
7864,337479,2020/01/15,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,Follow-Up,96,44.97386,-93.22157
11555,124203,2017/05/03,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Follow-Up,96,44.93427,-93.23138
11541,124202,2017/12/21,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Routine,86,44.93427,-93.23138
11573,236496,2018/02/14,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Follow-Up,92,44.93427,-93.23138
11583,243011,2018/04/06,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Follow-Up,100,44.93427,-93.23138
11561,236495,2019/01/16,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Routine,84,44.93427,-93.23138
11587,291093,2019/02/22,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Follow-Up,100,44.93427,-93.23138
11591,291092,2020/01/16,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Routine,86,44.93427,-93.23138
11599,341657,2020/02/04,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,Follow-Up,86,44.93427,-93.23138
4193,205635,2017/10/06,TENANT RESTAURANT,4300 BRYANT AVE S,Routine,100,44.92486,-93.29109
4209,228353,2017/11/22,TENANT RESTAURANT,4300 BRYANT AVE S,Follow-Up,100,44.92486,-93.29109
4203,228352,2018/10/03,TENANT RESTAURANT,4300 BRYANT AVE S,Routine,94,44.92486,-93.29109
4211,275117,2018/11/28,TENANT RESTAURANT,4300 BRYANT AVE S,Follow-Up,100,44.92486,-93.29109
4210,275116,2019/10/10,TENANT RESTAURANT,4300 BRYANT AVE S,Routine,100,44.92486,-93.29109
17539,23569,2017/06/07,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Routine,84,44.94937,-93.24092
17587,201200,2017/08/07,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Follow-Up,90,44.94937,-93.24092
17599,214000,2017/09/25,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Follow-Up,100,44.94937,-93.24092
17567,201199,2018/07/05,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Routine,72,44.94937,-93.24092
17626,254221,2018/08/07,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Follow-Up,92,44.94937,-93.24092
17633,262136,2018/08/09,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Follow-Up,100,44.94937,-93.24092
17601,254220,2019/07/31,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Routine,74,44.94937,-93.24092
17635,319966,2019/09/30,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Follow-Up,90,44.94937,-93.24092
17643,330678,2019/11/27,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,Follow-Up,98,44.94937,-93.24092
16320,316390,2019/09/20,THAI CUISINE XPRESS,1517 COMO AVE SE,Routine,84,44.98803,-93.22987
16330,330544,2019/11/19,THAI CUISINE XPRESS,1517 COMO AVE SE,Follow-Up,100,44.98803,-93.22987
4337,23626,2017/02/03,THE 1029 BAR,1029 MARSHALL ST NE,Routine,82,44.99809,-93.26813
4355,190050,2017/03/08,THE 1029 BAR,1029 MARSHALL ST NE,Follow-Up,90,44.99809,-93.26813
4365,192182,2017/03/28,THE 1029 BAR,1029 MARSHALL ST NE,Follow-Up,100,44.99809,-93.26813
4349,189835,2018/02/23,THE 1029 BAR,1029 MARSHALL ST NE,Routine,98,44.99809,-93.26813
4370,243669,2019/03/05,THE 1029 BAR,1029 MARSHALL ST NE,Routine,96,44.99809,-93.26813
4381,304038,2019/04/15,THE 1029 BAR,1029 MARSHALL ST NE,Follow-Up,98,44.99809,-93.26813
15371,23647,2017/05/09,THE 508,508 1ST AVE N,Routine,82,44.9804,-93.27433
15403,198227,2017/06/14,THE 508,508 1ST AVE N,Follow-Up,100,44.9804,-93.27433
15383,198226,2018/05/02,THE 508,508 1ST AVE N,Routine,74,44.9804,-93.27433
15409,249294,2018/06/05,THE 508,508 1ST AVE N,Follow-Up,100,44.9804,-93.27433
15406,249293,2019/04/30,THE 508,508 1ST AVE N,Routine,96,44.9804,-93.27433
1611,23666,2017/08/02,THE ANCHOR FISH & CHIPS,302 13TH AVE NE,Routine,86,45.00058,-93.26436
1618,214795,2018/08/08,THE ANCHOR FISH & CHIPS,302 13TH AVE NE,Routine,90,45.00058,-93.26436
1633,263534,2018/10/02,THE ANCHOR FISH & CHIPS,302 13TH AVE NE,Follow-Up,100,45.00058,-93.26436
1626,263533,2019/08/08,THE ANCHOR FISH & CHIPS,302 13TH AVE NE,Routine,94,45.00058,-93.26436
19848,246930,2018/06/01,THE BAD WAITRESS,700 CENTRAL AVE NE,Routine,82,44.99087,-93.25113
19891,252539,2018/07/18,THE BAD WAITRESS,700 CENTRAL AVE NE,Follow-Up,88,44.99087,-93.25113
19899,255628,2018/08/28,THE BAD WAITRESS,700 CENTRAL AVE NE,Follow-Up,96,44.99087,-93.25113
19868,252538,2019/05/31,THE BAD WAITRESS,700 CENTRAL AVE NE,Routine,76,44.99087,-93.25113
19903,313145,2019/07/10,THE BAD WAITRESS,700 CENTRAL AVE NE,Follow-Up,96,44.99087,-93.25113
8122,62819,2017/05/30,THE BEST TACOS DEL SOL,1515 LAKE ST E,Routine,98,44.94793,-93.25289
8127,200956,2018/05/23,THE BEST TACOS DEL SOL,1515 LAKE ST E,Routine,100,44.94793,-93.25289
8131,252453,2019/05/23,THE BEST TACOS DEL SOL,1515 LAKE ST E,Routine,92,44.94793,-93.25289
5320,23733,2018/06/27,THE BLUE DOOR - LONGFELLOW,3448 42ND AVE S,Routine,88,44.9398,-93.21313
5343,253608,2018/08/23,THE BLUE DOOR - LONGFELLOW,3448 42ND AVE S,Follow-Up,100,44.9398,-93.21313
5333,253607,2019/07/22,THE BLUE DOOR - LONGFELLOW,3448 42ND AVE S,Routine,90,44.9398,-93.21313
5348,316494,2019/09/19,THE BLUE DOOR - LONGFELLOW,3448 42ND AVE S,Follow-Up,94,44.9398,-93.21313
15458,237240,2018/03/27,THE BLUE DOOR PUB,3006 LYNDALE AVE S,Routine,76,44.948,-93.28847
15482,247179,2018/05/22,THE BLUE DOOR PUB,3006 LYNDALE AVE S,Follow-Up,92,44.948,-93.28847
15474,247178,2019/04/16,THE BLUE DOOR PUB,3006 LYNDALE AVE S,Routine,82,44.948,-93.28847
15485,308761,2019/06/14,THE BLUE DOOR PUB,3006 LYNDALE AVE S,Follow-Up,100,44.948,-93.28847
11964,243729,2018/05/31,THE BUNGALOW CLUB,4300 LAKE ST E,Routine,72,44.94862,-93.2112
11995,251916,2018/08/02,THE BUNGALOW CLUB,4300 LAKE ST E,Follow-Up,96,44.94862,-93.2112
12002,260777,2018/10/02,THE BUNGALOW CLUB,4300 LAKE ST E,Follow-Up,96,44.94862,-93.2112
11985,251915,2019/06/26,THE BUNGALOW CLUB,4300 LAKE ST E,Routine,94,44.94862,-93.2112
16781,291950,2019/03/20,THE BURGER PLACE,220 6TH ST S #215,Routine,94,44.9769,-93.26762
16787,304830,2019/05/02,THE BURGER PLACE,220 6TH ST S #215,Follow-Up,96,44.9769,-93.26762
19138,253448,2018/08/24,THE CAFE MEOW,2323 HENNEPIN AVE,Routine,94,44.95949,-93.29342
19141,270286,2018/09/18,THE CAFE MEOW,2323 HENNEPIN AVE,Follow-Up,100,44.95949,-93.29342
16125,198097,2017/05/22,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Routine,48,44.97223,-93.22005
16189,200897,2017/07/06,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,78,44.97223,-93.22005
16209,205160,2017/08/16,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,100,44.97223,-93.22005
16217,223651,2017/10/13,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,100,44.97223,-93.22005
16163,200896,2018/05/22,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Routine,74,44.97223,-93.22005
16240,251301,2018/07/13,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,82,44.97223,-93.22005
16254,254508,2018/09/13,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,98,44.97223,-93.22005
16223,251300,2019/05/21,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Routine,86,44.97223,-93.22005
16257,311322,2019/07/19,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,84,44.97223,-93.22005
16270,316386,2019/09/05,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,Follow-Up,92,44.97223,-93.22005
19463,232467,2017/12/06,THE CITY MARKET,121 8TH ST S #270,Routine,100,44.97441,-93.27109
19464,234991,2019/12/11,THE CITY MARKET,121 8TH ST S #270,Routine,100,44.97441,-93.27109
5590,225140,2017/09/19,THE COVE,1320 5TH ST SE,Routine,86,44.98149,-93.23593
5608,227207,2017/10/27,THE COVE,1320 5TH ST SE,Follow-Up,96,44.98149,-93.23593
5598,227206,2018/09/19,THE COVE,1320 5TH ST SE,Routine,88,44.98149,-93.23593
5630,275176,2018/11/08,THE COVE,1320 5TH ST SE,Follow-Up,96,44.98149,-93.23593
5611,275175,2019/09/17,THE COVE,1320 5TH ST SE,Routine,88,44.98149,-93.23593
5633,330143,2019/11/05,THE COVE,1320 5TH ST SE,Follow-Up,92,44.98149,-93.23593
16715,205447,2017/08/24,THE FARM OF MINNESOTA,200 6TH ST S,Routine,100,44.9769,-93.26762
16716,220972,2018/08/30,THE FARM OF MINNESOTA,200 6TH ST S,Routine,100,44.9769,-93.26762
16717,271790,2019/09/12,THE FARM OF MINNESOTA,200 6TH ST S,Routine,100,44.9769,-93.26762
11606,249296,2018/07/17,THE FIX STUDIO,3725 MINNEHAHA AVE,Routine,94,44.93511,-93.22411
11678,255522,2020/01/09,THE FIX STUDIO,3725 MINNEHAHA AVE,Routine,96,44.93511,-93.22411
22932,190589,2017/04/20,THE FREMONT,1300 LAGOON AVE,Follow-Up,100,44.94947,-93.29611
22926,181269,2018/01/18,THE FREMONT,1300 LAGOON AVE,Routine,100,44.94947,-93.29611
22934,242058,2019/01/14,THE FREMONT,1300 LAGOON AVE,Routine,100,44.94947,-93.29611
22940,291223,2020/01/08,THE FREMONT,1300 LAGOON AVE,Routine,94,44.94947,-93.29611
16714,23926,2018/08/10,THE FRESH MART,120 6TH ST S #219,Routine,100,44.97736,-93.26875
16754,303332,2019/12/09,THE GRAND HOTEL MINNEAPOLIS,615 2ND AVE S,Routine,72,44.97595,-93.26882
16775,338510,2020/01/07,THE GRAND HOTEL MINNEAPOLIS,615 2ND AVE S,Follow-Up,94,44.97595,-93.26882
2619,23999,2017/01/25,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Follow-Up,100,44.99048,-93.25374
2621,24000,2017/07/25,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Routine,98,44.99048,-93.25374
2630,211499,2018/05/22,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Follow-Up,98,44.99048,-93.25374
2666,248832,2018/06/14,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Routine,100,44.99048,-93.25374
2625,211498,2018/07/26,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Routine,98,44.99048,-93.25374
2667,252956,2019/06/14,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Routine,94,44.99048,-93.25374
2633,261280,2019/07/25,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,Routine,92,44.99048,-93.25374
18881,43125,2017/01/11,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,Routine,84,44.98464,-93.25398
18907,190586,2017/03/15,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,Follow-Up,96,44.98464,-93.25398
18901,188903,2018/01/05,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,Routine,96,44.98464,-93.25398
18913,237390,2019/01/11,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,Routine,94,44.98464,-93.25398
18923,287789,2019/02/08,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,Follow-Up,98,44.98464,-93.25398
18926,287788,2020/01/08,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,Routine,92,44.98464,-93.25398
11608,41846,2017/06/27,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Routine,96,44.93603,-93.22473
11640,203286,2017/08/24,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Follow-Up,100,44.93603,-93.22473
11622,203285,2018/07/18,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Routine,76,44.93603,-93.22473
11657,255496,2018/08/23,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Follow-Up,94,44.93603,-93.22473
11641,255495,2019/07/30,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Routine,74,44.93603,-93.22473
11666,320684,2019/09/26,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Follow-Up,86,44.93603,-93.22473
11674,330502,2019/11/26,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,Follow-Up,94,44.93603,-93.22473
5691,325915,2019/11/12,THE KOLLEGE KLUB DINKYTOWN,1301 4TH ST SE,Routine,82,44.98119,-93.23673
5708,337214,2019/12/12,THE KOLLEGE KLUB DINKYTOWN,1301 4TH ST SE,Follow-Up,90,44.98119,-93.23673
6779,29951,2017/07/06,THE LOCAL- AN EPICUREAN CAFE AND PUB,931 NICOLLET MALL,Routine,96,44.97395,-93.27406
6782,203960,2018/07/09,THE LOCAL- AN EPICUREAN CAFE AND PUB,931 NICOLLET MALL,Routine,82,44.97395,-93.27406
6807,254308,2018/08/15,THE LOCAL- AN EPICUREAN CAFE AND PUB,931 NICOLLET MALL,Follow-Up,96,44.97395,-93.27406
6795,254307,2019/06/27,THE LOCAL- AN EPICUREAN CAFE AND PUB,931 NICOLLET MALL,Routine,88,44.97395,-93.27406
6809,314945,2019/07/22,THE LOCAL- AN EPICUREAN CAFE AND PUB,931 NICOLLET MALL,Follow-Up,94,44.97395,-93.27406
13415,29971,2017/03/21,THE LOOP,606 WASHINGTON AVE N,Routine,88,44.98744,-93.27588
13435,193345,2017/04/24,THE LOOP,606 WASHINGTON AVE N,Follow-Up,92,44.98744,-93.27588
13426,193344,2018/04/04,THE LOOP,606 WASHINGTON AVE N,Routine,76,44.98744,-93.27588
13445,247397,2018/05/04,THE LOOP,606 WASHINGTON AVE N,Follow-Up,92,44.98744,-93.27588
13438,247396,2019/04/26,THE LOOP,606 WASHINGTON AVE N,Routine,94,44.98744,-93.27588
5654,237304,2018/06/14,THE LORING,327 14TH AVE SE,Routine,96,44.9804,-93.2362
5679,254022,2018/08/07,THE LORING,327 14TH AVE SE,Follow-Up,96,44.9804,-93.2362
5665,254021,2019/06/14,THE LORING,327 14TH AVE SE,Routine,90,44.9804,-93.2362
5682,314140,2019/08/01,THE LORING,327 14TH AVE SE,Follow-Up,94,44.9804,-93.2362
1535,30012,2017/06/26,THE LOWRY,2112 HENNEPIN AVE,Routine,96,44.96157,-93.29274
1553,203307,2017/09/12,THE LOWRY,2112 HENNEPIN AVE,Follow-Up,100,44.96157,-93.29274
1543,203306,2018/06/14,THE LOWRY,2112 HENNEPIN AVE,Routine,96,44.96157,-93.29274
1555,254310,2018/09/12,THE LOWRY,2112 HENNEPIN AVE,Follow-Up,96,44.96157,-93.29274
1560,266521,2019/08/22,THE LOWRY,2112 HENNEPIN AVE,Routine,92,44.96157,-93.29274
12550,233444,2018/03/02,THE LOWRY CAFE,2207 LOWRY AVE N,Routine,88,45.01304,-93.30874
12567,245345,2018/05/01,THE LOWRY CAFE,2207 LOWRY AVE N,Follow-Up,96,45.01304,-93.30874
12558,245344,2019/03/01,THE LOWRY CAFE,2207 LOWRY AVE N,Routine,76,45.01304,-93.30874
12571,302500,2019/04/30,THE LOWRY CAFE,2207 LOWRY AVE N,Follow-Up,94,45.01304,-93.30874
2863,189173,2017/08/03,THE LYNHALL,2640 LYNDALE AVE S,Routine,82,44.95404,-93.28848
2880,217950,2017/11/03,THE LYNHALL,2640 LYNDALE AVE S,Follow-Up,100,44.95404,-93.28848
2873,217949,2018/08/02,THE LYNHALL,2640 LYNDALE AVE S,Routine,90,44.95404,-93.28848
2887,267016,2018/10/04,THE LYNHALL,2640 LYNDALE AVE S,Follow-Up,94,44.95404,-93.28848
2882,266506,2019/08/02,THE LYNHALL,2640 LYNDALE AVE S,Routine,92,44.95404,-93.28848
11372,30057,2017/09/07,THE MELTING POT RESTAURANT,80 9TH ST S,Routine,88,44.97482,-93.27267
11384,225032,2017/10/10,THE MELTING POT RESTAURANT,80 9TH ST S,Follow-Up,96,44.97482,-93.27267
11389,228849,2017/11/07,THE MELTING POT RESTAURANT,80 9TH ST S,Follow-Up,100,44.97482,-93.27267
11380,225031,2019/03/12,THE MELTING POT RESTAURANT,80 9TH ST S,Routine,94,44.97482,-93.27267
7400,180874,2017/11/21,THE MILL NORTHEAST,1851 CENTRAL AVE NE,Routine,80,45.00761,-93.24701
7412,234322,2018/01/08,THE MILL NORTHEAST,1851 CENTRAL AVE NE,Follow-Up,96,45.00761,-93.24701
7408,234321,2018/12/07,THE MILL NORTHEAST,1851 CENTRAL AVE NE,Routine,96,45.00761,-93.24701
7420,285981,2019/02/04,THE MILL NORTHEAST,1851 CENTRAL AVE NE,Follow-Up,100,45.00761,-93.24701
7416,285980,2019/12/09,THE MILL NORTHEAST,1851 CENTRAL AVE NE,Routine,88,45.00761,-93.24701
7423,339778,2020/01/10,THE MILL NORTHEAST,1851 CENTRAL AVE NE,Follow-Up,94,45.00761,-93.24701
12817,30121,2017/07/25,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,Routine,86,44.96789,-93.27817
12840,211505,2017/08/21,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,Follow-Up,96,44.96789,-93.27817
12847,220003,2017/09/12,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,Follow-Up,96,44.96789,-93.27817
12830,211504,2018/08/02,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,Routine,90,44.96789,-93.27817
12860,262449,2018/09/06,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,Follow-Up,100,44.96789,-93.27817
12853,262448,2019/07/24,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,Routine,94,44.96789,-93.27817
20242,30167,2017/07/19,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,Routine,96,44.98453,-93.27319
20247,205240,2018/07/16,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,Routine,86,44.98453,-93.27319
20264,254948,2018/08/17,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,Follow-Up,92,44.98453,-93.27319
20268,265449,2018/09/18,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,Follow-Up,100,44.98453,-93.27319
20255,254947,2019/07/18,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,Routine,82,44.98453,-93.27319
20269,316372,2019/08/16,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,Follow-Up,98,44.98453,-93.27319
22898,276924,2018/11/13,THE POURHOUSE,2923 GIRARD AVE S,Routine,98,44.94885,-93.29663
22924,279905,2018/12/27,THE POURHOUSE,2923 GIRARD AVE S,Follow-Up,100,44.94885,-93.29663
22914,279460,2019/11/13,THE POURHOUSE,2923 GIRARD AVE S,Routine,96,44.94885,-93.29663
2969,308389,2019/06/19,THE PRODIGAL PUB,25 26TH ST E,Routine,94,44.95533,-93.27682
3060,311410,2019/07/19,THE SALAD BAR,40 7TH ST S,Routine,94,44.978,-93.273
4170,30235,2017/01/31,THE SAMPLE ROOM,2124 MARSHALL ST NE,Routine,84,45.00955,-93.27237
4180,191255,2017/03/30,THE SAMPLE ROOM,2124 MARSHALL ST NE,Follow-Up,96,45.00955,-93.27237
4183,194507,2017/05/17,THE SAMPLE ROOM,2124 MARSHALL ST NE,Follow-Up,96,45.00955,-93.27237
