,inspect_name,address,zipcode,neighborhood,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated
0,38TH ST DAIRY QUEEN,3747 13TH AVE S,55407,Powderhorn Park,44.9343,-93.25582,"[44484, 198040, 249069]","['2017/05/10', '2018/05/04', '2019/05/16']","['Routine', 'Routine', 'Routine']","[92, 98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
1,5 CORNER MARKET,2425 WEST BROADWAY,55411,Willard - Hay,45.00577,-93.31175,[315055],['2019/09/04'],['Routine'],[98],"Sun, Mar 15, 2020 at 04:27 PM"
2,5TH AVE MARKET,201 5TH AVE N,55401,North Loop,44.98635,-93.27342,"[44652, 181142, 237545, 286986, 287156]","['2017/01/04', '2018/01/12', '2019/01/03', '2019/02/13', '2019/12/03']","['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 100, 96, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
3,A & J FISH & CHICKEN,500 LAKE ST E,55408,Phillips West,44.94859,-93.26869,"[44833, 228301, 228300, 274054, 274053, 330518]","['2017/10/09', '2017/11/09', '2018/10/01', '2018/11/01', '2019/09/25', '2019/11/07']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[86, 100, 88, 100, 70, 94]","Sun, Mar 15, 2020 at 04:27 PM"
4,A LA SALSA RESTAURANT,920 LAKE ST E #155,55407,Midtown Phillips,44.94931,-93.26076,"[32331, 191472, 243457, 299767, 355153]","['2017/02/21', '2018/02/20', '2019/02/21', '2020/02/12', '2020/02/24']","['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 98, 94, 84, 94]","Sun, Mar 15, 2020 at 04:27 PM"
5,AARAN RESTAURANT,2910 PILLSBURY AVE,55408,Whittier,44.94969,-93.2821,"[274005, 286257, 286256]","['2018/12/20', '2019/02/01', '2019/12/26']","['Routine', 'Follow-Up', 'Routine']","[82, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
6,AC HOTEL MINNEAPOLIS DOWNTOWN,401 HENNEPIN AVE,55401,Nicollet Island - East Bank,44.9888,-93.25494,"[124347, 233758, 279995, 337879]","['2017/11/21', '2018/11/21', '2019/11/26', '2019/12/27']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 100, 88, 100]","Sun, Mar 15, 2020 at 04:27 PM"
7,AFC SUSHI @ KOWALSKIS #5366,2440 HENNEPIN AVE,55405,East Isles,44.95767,-93.29608,"[180494, 241935, 295094]","['2018/01/09', '2019/01/09', '2020/01/07']","['Routine', 'Routine', 'Routine']","[100, 96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
8,AKIS BREAD HAUS,2506 CENTRAL AVE NE,55418,Holland,45.01356,-93.24788,"[51989, 205351, 259438]","['2017/07/06', '2018/07/23', '2019/07/18']","['Routine', 'Routine', 'Routine']","[96, 96, 98]","Sun, Mar 15, 2020 at 04:27 PM"
9,ALOFT HOTEL MINNEAPOLIS,900 WASHINGTON AVE S,55415,Downtown East,44.97659,-93.25502,"[59226, 194020, 246855, 246854]","['2017/03/21', '2018/03/27', '2018/07/11', '2019/03/26']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 86, 96, 96]","Sun, Mar 15, 2020 at 04:27 PM"
10,AMERICAN LEGION,5600 34TH AVE S,55417,Wenonah,44.90155,-93.22334,"[59408, 240981, 240503]","['2018/01/17', '2018/02/28', '2019/07/23']","['Routine', 'Follow-Up', 'Routine']","[90, 92, 92]","Sun, Mar 15, 2020 at 04:27 PM"
11,AMERICAN LEGION POST #99,5600 34TH AVE S,55417,Wenonah,44.90155,-93.22334,"[59457, 240972, 240971]","['2018/01/17', '2018/02/28', '2019/07/23']","['Routine', 'Follow-Up', 'Routine']","[90, 92, 92]","Sun, Mar 15, 2020 at 04:27 PM"
12,ANTRO BAR,419 LAKE ST E,55408,Central,44.94779,-93.26942,"[280886, 294805]","['2019/02/01', '2020/01/31']","['Routine', 'Routine']","[98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
13,APPLE SPICE,740 HARDING ST NE,55413,Mid - City Industrial,44.9974,-93.22234,"[272025, 280091, 280090]","['2018/11/21', '2019/01/04', '2019/11/22']","['Routine', 'Follow-Up', 'Routine']","[88, 94, 96]","Sun, Mar 15, 2020 at 04:27 PM"
14,AREA CONCESSIONS,600 KENWOOD PKWY,55403,Lowry Hill,44.97083,-93.29497,[325140],['2019/10/05'],['Routine'],[100],"Sun, Mar 15, 2020 at 04:27 PM"
15,ARIA AT THE JEUNE LUNE,105 1ST ST N,55401,North Loop,44.98471,-93.26873,"[11086, 198067, 249338]","['2017/05/10', '2018/05/03', '2019/05/04']","['Routine', 'Routine', 'Routine']","[100, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
16,AUGIES CABARET,424 HENNEPIN AVE,55401,Downtown West,44.97994,-93.27258,[18318],['2018/10/02'],['Routine'],[100],"Sun, Mar 15, 2020 at 04:27 PM"
17,AUGUSTANA  APARTMENTS,1510 11TH AVE S,55404,Elliot Park,44.96762,-93.2586,"[18382, 194013, 246885]","['2017/03/14', '2018/03/15', '2019/03/19']","['Routine', 'Routine', 'Routine']","[100, 96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
18,BAD AXE THROWING,2505 KENNEDY ST NE,55413,Mid - City Industrial,44.99564,-93.22465,"[318691, 331977]","['2019/10/06', '2019/11/17']","['Routine', 'Follow-Up']","[84, 98]","Sun, Mar 15, 2020 at 04:27 PM"
19,BAMINI'S COFFEE,2414 7TH ST S,55454,Cedar Riverside,44.9675,-93.23691,"[232268, 232341, 277007]","['2017/10/24', '2018/10/23', '2019/10/25']","['Routine', 'Routine', 'Routine']","[96, 96, 96]","Sun, Mar 15, 2020 at 04:27 PM"
20,BAND BOX,729 10TH ST S,55404,Elliot Park,44.96905,-93.26345,"[25203, 231247, 231246, 277628, 335734]","['2017/10/17', '2017/11/15', '2018/10/17', '2019/10/17', '2019/11/18']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[90, 100, 90, 88, 96]","Sun, Mar 15, 2020 at 04:27 PM"
21,BARBETTE,1600 LAKE ST W,55408,East Phillips,44.94863,-93.25104,"[25354, 193285, 197611, 201956, 193284, 246658, 249265, 253160, 264612, 272873, 279768, 246657, 307528]","['2017/03/06', '2017/05/01', '2017/06/19', '2017/08/16', '2018/03/14', '2018/05/08', '2018/06/15', '2018/08/08', '2018/09/18', '2018/11/13', '2019/01/25', '2019/03/29', '2019/05/16']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[90, 92, 96, 100, 64, 90, 94, 94, 92, 94, 100, 94, 96]","Sun, Mar 15, 2020 at 04:27 PM"
22,BARFLY,711 HENNEPIN AVE,55403,Downtown West,44.97743,-93.27489,"[125789, 241609]","['2018/01/10', '2019/01/24']","['Routine', 'Routine']","[96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
23,BARWAQO RESTAURANT,2820 13TH AVE S,55407,Midtown Phillips,44.95073,-93.25693,"[233148, 242539, 242538, 294169, 294168, 350184]","['2018/01/29', '2018/02/24', '2019/01/22', '2019/02/13', '2020/01/23', '2020/02/12']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[90, 100, 92, 100, 90, 100]","Sun, Mar 15, 2020 at 04:27 PM"
24,BEAST BARBEQUE,825 HENNEPIN AVE E,55413,Downtown West,44.97643,-93.27643,"[291902, 313272]","['2019/06/04', '2019/07/15']","['Routine', 'Follow-Up']","[86, 92]","Sun, Mar 15, 2020 at 04:27 PM"
25,BEP EATERY,733 MARQUETTE AVE #223,55402,Downtown West,44.97555,-93.271,"[303710, 310422]","['2019/05/15', '2019/06/28']","['Routine', 'Follow-Up']","[82, 98]","Sun, Mar 15, 2020 at 04:27 PM"
26,BILL'S IMPORTED FOODS,721 LAKE ST W,55408,South Uptown,44.94806,-93.28912,"[37806, 229604, 229603]","['2017/10/12', '2017/12/19', '2019/04/23']","['Routine', 'Follow-Up', 'Routine']","[96, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
27,BILLY & MARTYS,220 6TH ST S,55402,Downtown West,44.9769,-93.26762,"[124781, 236494, 281544]","['2017/12/20', '2018/12/17', '2019/12/06']","['Routine', 'Routine', 'Routine']","[100, 98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
28,BIRDSONG SOUPS,920 LAKE ST E #107,55407,Midtown Phillips,44.94931,-93.26076,"[37963, 227557, 274262]","['2017/10/04', '2018/10/04', '2019/12/11']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
29,BISMILLAH GROCERY STORE,2926 CHICAGO AVE,55407,Phillips West,44.94922,-93.26306,[286781],['2019/03/07'],['Routine'],[94],"Sun, Mar 15, 2020 at 04:27 PM"
30,BLONG THAO LLC,4601 SNELLING AVE,55406,Hiawatha,44.91879,-93.21571,[313399],['2019/08/07'],['Routine'],[94],"Sun, Mar 15, 2020 at 04:27 PM"
31,BOBBY & STEVE'S AUTO WORLD,1221 WASHINGTON AVE S,55415,Downtown East,44.97407,-93.25106,"[45032, 230733, 230734, 277240]","['2017/10/12', '2017/12/14', '2018/10/12', '2019/10/11']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[80, 100, 98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
32,BOLDER OPTIONS,2100 STEVENS AVE,55404,Whittier,44.9618,-93.27565,"[45088, 196711, 248317]","['2017/04/20', '2018/04/19', '2019/04/18']","['Routine', 'Routine', 'Routine']","[100, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
33,BOOLAAYNUR RESTAURANT,1819 NICOLLET AVE,55403,Steven's Square - Loring Heights,44.96459,-93.27744,"[268965, 277471, 277470, 335037]","['2018/10/26', '2018/12/18', '2019/10/25', '2019/12/26']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[84, 94, 88, 96]","Sun, Mar 15, 2020 at 04:27 PM"
34,BRAVA COFFEE AND FOODS,2021 HENNEPIN AVE E,55413,Lowry Hill East,44.96211,-93.29142,"[203706, 242322, 242321]","['2018/02/06', '2018/03/20', '2019/07/30']","['Routine', 'Follow-Up', 'Routine']","[74, 92, 94]","Sun, Mar 15, 2020 at 04:27 PM"
35,BREAD & PICKLE,4135 WEST LAKE HARRIET PKWY,55409,East Harriet,44.92824,-93.29749,"[45461, 200012, 200011, 253141, 270862, 253140]","['2017/05/23', '2017/06/27', '2018/06/15', '2018/09/04', '2018/09/17', '2019/07/08']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[88, 100, 88, 92, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
36,BROADWAY CHOW MEIN,607 WEST BROADWAY,55411,Near - North,44.99855,-93.28682,"[190549, 180561, 277135, 279942, 281590, 277134, 334781]","['2017/03/30', '2018/10/24', '2018/11/15', '2018/12/14', '2019/01/15', '2019/10/22', '2019/11/29']","['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 78, 78, 94, 94, 84, 90]","Sun, Mar 15, 2020 at 04:27 PM"
37,BRYN MAWR PIZZA & DELI,404 CEDAR LAKE RD S,55405,Bryn - Mawr,44.97377,-93.30876,"[52765, 196368, 247285]","['2017/03/27', '2018/04/04', '2019/04/03']","['Routine', 'Routine', 'Routine']","[94, 94, 98]","Sun, Mar 15, 2020 at 04:27 PM"
38,BUS STOP BREWHOUSE,600 4TH ST S #O,55415,Downtown East,0.0,0.0,"[286503, 304139]","['2019/03/15', '2019/04/23']","['Routine', 'Follow-Up']","[88, 100]","Sun, Mar 15, 2020 at 04:27 PM"
39,BUTCHER & THE BOAR,1121 HENNEPIN AVE,55403,Downtown West,44.97466,-93.27972,"[59767, 226771, 226770, 275316, 275315, 332488]","['2017/09/25', '2017/11/06', '2018/10/02', '2018/11/07', '2019/10/03', '2019/10/31']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[92, 100, 88, 100, 78, 100]","Sun, Mar 15, 2020 at 04:27 PM"
40,CAANO KITCHEN,2910 PILLSBURY AVE #413,55408,Whittier,44.94969,-93.2821,"[59931, 59932, 229139, 234057, 229138, 275469, 275468, 332867]","['2017/01/12', '2017/10/10', '2017/11/27', '2018/01/18', '2018/10/11', '2018/11/13', '2019/10/09', '2019/11/26']","['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[88, 76, 96, 98, 78, 96, 78, 94]","Sun, Mar 15, 2020 at 04:27 PM"
41,CAFE MAUDE,5411 PENN AVE S,55419,Armatage,44.9047,-93.30827,"[60116, 60117, 245422, 245423, 303779]","['2017/04/03', '2018/03/01', '2018/04/27', '2019/03/07', '2020/03/03']","['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine']","[100, 92, 100, 94, 82]","Sun, Mar 15, 2020 at 04:27 PM"
42,CAFE RACER KITCHEN,2929 25TH ST E,55406,Seward,44.9572,-93.22864,"[60174, 198405, 198404, 249157]","['2017/05/16', '2017/06/21', '2018/05/03', '2019/05/01']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[86, 94, 92, 96]","Sun, Mar 15, 2020 at 04:27 PM"
43,CAFFREYS DELI & SUBS,3008 LYNDALE AVE S,55408,Hawthorne,45.01102,-93.28755,"[277238, 278524, 281393, 278523]","['2018/11/01', '2018/12/12', '2019/02/08', '2019/11/01']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[94, 100, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
44,CAIRO GRILL,128 LAKE ST W,55408,Whittier,44.94864,-93.28098,"[257457, 278315, 286756, 278314]","['2018/10/24', '2018/12/19', '2019/02/19', '2019/11/26']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[94, 98, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
45,CANDYLAND,27 7TH ST S #MAIN FLOOR,55402,Downtown West,44.97714,-93.2744,"[11484, 271753, 272577]","['2017/04/04', '2018/09/24', '2019/09/19']","['Routine', 'Routine', 'Routine']","[100, 98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
46,CANOPY BY HILTON MINNEAPOLIS-MILL DISTRICT,708 3RD ST S,55415,Downtown East,44.97681,-93.2588,[296884],['2020/03/04'],['Routine'],[90],"Sun, Mar 15, 2020 at 04:27 PM"
47,CANTEEN VENDING SERVICES DIVISION,700 24TH AVE SE,55414,Como,44.98071,-93.21701,[276935],['2018/12/20'],['Routine'],[100],"Sun, Mar 15, 2020 at 04:27 PM"
48,CARDINAL BAR,2920 38TH ST E,55406,Linden Hills,44.93433,-93.31729,"[11670, 229370, 229369, 276827, 335149]","['2017/10/12', '2017/12/07', '2018/10/22', '2019/10/24', '2019/12/09']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[86, 100, 100, 84, 100]","Sun, Mar 15, 2020 at 04:27 PM"
49,CARIBOU COFFEE #1218,1730 NEW BRIGHTON BLVD #102,55413,Northeast Park,45.00562,-93.22787,"[18629, 253320]","['2018/06/25', '2018/07/25']","['Routine', 'Follow-Up']","[90, 92]","Sun, Mar 15, 2020 at 04:27 PM"
50,CARIBOU COFFEE #1307,501 5TH ST N,55401,Marcy Holmes,44.98657,-93.24705,"[18700, 216794]","['2017/08/14', '2019/07/30']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
51,CARNICERIA LA HUAZTECA,419 LAKE ST E,55408,Central,44.94779,-93.26942,"[245909, 250941]","['2018/05/18', '2019/05/17']","['Routine', 'Routine']","[96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
52,CEDAR CULTURAL CENTER,416 CEDAR AVE S,55454,Cedar Riverside,44.96938,-93.2476,"[19083, 193264]","['2017/03/16', '2019/03/13']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
53,CEDAR GRILL AND DELI,629 CEDAR AVE S,55454,Cedar Riverside,44.96686,-93.24696,"[251624, 263464, 263463, 325071]","['2018/08/09', '2018/10/12', '2019/08/15', '2019/10/09']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[88, 98, 84, 96]","Sun, Mar 15, 2020 at 04:27 PM"
54,CENTRAL DELI & COFFEE,1831 CENTRAL AVE NE,55418,Windom Park,45.00715,-93.24683,"[19257, 19258, 231223, 231222, 277697, 277696]","['2017/01/06', '2017/10/10', '2017/10/31', '2018/10/25', '2018/11/29', '2019/10/24']","['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[100, 94, 100, 98, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
55,CHILDRENS HOSPITAL & CLINICS,2525 CHICAGO AVE,55404,Midtown Phillips,44.95662,-93.26173,"[25812, 188227, 241154, 290917]","['2017/01/17', '2018/01/18', '2019/01/21', '2020/01/24']","['Routine', 'Routine', 'Routine', 'Routine']","[100, 98, 88, 96]","Sun, Mar 15, 2020 at 04:27 PM"
56,CHOWGIRLS KILLER CATERING,336 HOOVER ST NE,55413,Mid - City Industrial,44.9927,-93.2183,"[203709, 225435, 272390, 272389]","['2017/09/14', '2018/09/20', '2018/10/22', '2019/09/10']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[98, 88, 96, 94]","Sun, Mar 15, 2020 at 04:27 PM"
57,CITY FOOD STUDIO,3722 CHICAGO AVE,55407,Central,44.93505,-93.26289,"[31719, 188585, 241607, 241606, 302248]","['2017/01/19', '2018/01/28', '2018/07/25', '2019/01/10', '2020/02/11']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine']","[100, 96, 100, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
58,CLASSIC COOKIE CO,200 5TH ST S,55402,Downtown West,44.97766,-93.26697,"[31922, 180904, 254280, 254279]","['2017/01/03', '2018/07/10', '2018/08/27', '2020/01/06']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 94, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
59,COASTAL SEAFOOD,2330 MINNEHAHA AVE,55404,Seward,44.95937,-93.24259,"[258693, 273963]","['2018/10/01', '2019/10/01']","['Routine', 'Routine']","[96, 92]","Sun, Mar 15, 2020 at 04:27 PM"
60,COLONIAL MARKET,2750 NICOLLET AVE,55408,Whittier,44.95218,-93.27834,"[336908, 340638]","['2020/01/09', '2020/01/22']","['Routine', 'Follow-Up']","[86, 100]","Sun, Mar 15, 2020 at 04:27 PM"
61,COMMON GROUNDS,2701 WELLS FARGO WAY,55408,Phillips West,44.95341,-93.27031,"[38695, 190912, 240512]","['2017/02/17', '2018/01/17', '2020/01/15']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
62,COMPASS GROUP,2701 WELLS FARGO WAY,55408,Phillips West,44.95341,-93.27031,"[38690, 190907, 241099, 290911, 340381]","['2017/02/17', '2018/01/17', '2019/01/17', '2020/01/07', '2020/01/15']","['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 90, 92, 84, 100]","Sun, Mar 15, 2020 at 04:27 PM"
63,CONSOLIDATED MANAGEMENT COMPANY,3660 TECHNOLOGY DR,55418,Columbia Park,45.03279,-93.27908,"[233618, 242011, 292605, 350463]","['2018/01/22', '2019/01/22', '2020/01/22', '2020/02/06']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[92, 94, 86, 100]","Sun, Mar 15, 2020 at 04:27 PM"
64,CORE MEALS,1200 WEST BROADWAY,55411,Jordan,44.9994,-93.29608,[293889],['2019/05/19'],['Routine'],[94],"Sun, Mar 15, 2020 at 04:27 PM"
65,COSMIC BEAN DISPENSARY,1315 4TH ST SE,55414,Marcy Holmes,44.98106,-93.23624,[286361],['2019/06/27'],['Routine'],[98],"Sun, Mar 15, 2020 at 04:27 PM"
66,COURTYARD MINNEAPOLIS DOWNTOWN,1500 WASHINGTON AVE S,55454,Cedar Riverside,44.97385,-93.24784,"[45627, 189648, 242845, 298619]","['2017/01/31', '2018/02/06', '2019/02/11', '2020/02/10']","['Routine', 'Routine', 'Routine', 'Routine']","[96, 100, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
67,CRAVE CAFE,2100 SUMMER ST NE,55413,Mid - City Industrial,44.99603,-93.23046,"[181303, 236544, 236543, 286890]","['2017/12/21', '2018/02/03', '2018/12/21', '2020/01/02']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[80, 100, 98, 94]","Sun, Mar 15, 2020 at 04:27 PM"
68,CROSSTOWN QWIK N SERVE,6004 PENN AVE S,55419,Armatage,44.89407,-93.30905,"[46024, 230984, 230983]","['2017/10/23', '2017/11/30', '2019/04/24']","['Routine', 'Follow-Up', 'Routine']","[96, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
69,CROWNE PLAZA - KRONA BAR & GRILL,618 2ND AVE S,55402,Downtown West,44.97622,-93.26974,"[46063, 189934, 242957, 297627]","['2017/02/01', '2018/02/14', '2019/02/12', '2020/02/11']","['Routine', 'Routine', 'Routine', 'Routine']","[98, 96, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
70,CUB FOODS,5937 NICOLLET AVE,55419,Windom,44.89494,-93.27702,"[180564, 236952, 285971]","['2017/12/28', '2018/12/18', '2019/12/17']","['Routine', 'Routine', 'Routine']","[98, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
71,CUB FOODS #1693,1104 LAGOON AVE,55408,Lowry Hill East,44.94957,-93.29379,"[46177, 188198, 242748, 297588]","['2017/01/13', '2018/02/08', '2019/02/12', '2020/02/12']","['Routine', 'Routine', 'Routine', 'Routine']","[96, 100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
72,CUB FOODS BROADWAY,701 WEST BROADWAY,55411,Near - North,44.99826,-93.2892,"[46232, 194246, 194245, 247410]","['2017/03/30', '2017/04/26', '2018/04/03', '2019/04/03']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[84, 96, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
73,CUP FOODS,3759 CHICAGO AVE,55407,Powderhorn Park,44.93431,-93.2621,"[53032, 191889, 191888, 246445, 246444, 308535, 308534]","['2017/02/27', '2017/03/29', '2018/03/12', '2018/05/09', '2019/03/07', '2019/04/30', '2020/03/04']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[74, 96, 74, 96, 72, 92, 92]","Sun, Mar 15, 2020 at 04:27 PM"
74,D BRIANS DELI,800 NICOLLET MALL,55402,Downtown West,44.97564,-93.27385,"[53270, 194296, 194295, 247945, 247944]","['2017/03/29', '2017/05/01', '2018/04/11', '2018/05/18', '2019/05/01']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[92, 92, 90, 96, 96]","Sun, Mar 15, 2020 at 04:27 PM"
75,D'AMICO CATERING AT CALHOUN BEACH CLUB,2925 DEAN PKWY,55416,Cedar - Isles - Dean,44.94989,-93.31518,"[53339, 209050, 263393]","['2017/07/22', '2018/08/02', '2019/08/02']","['Routine', 'Routine', 'Routine']","[96, 96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
76,DAALIS COFFEE,912 24TH ST E #102,55404,Ventura Village,44.95968,-93.26037,"[246989, 253063, 314459]","['2018/06/19', '2019/06/19', '2019/08/15']","['Routine', 'Routine', 'Follow-Up']","[94, 82, 96]","Sun, Mar 15, 2020 at 04:27 PM"
77,DALLO FOOD,1603 CHICAGO AVE,55404,Elliot Park,44.96685,-93.26211,"[321766, 333371, 338820]","['2019/10/03', '2019/11/11', '2019/12/30']","['Routine', 'Follow-Up', 'Follow-Up']","[86, 86, 88]","Sun, Mar 15, 2020 at 04:27 PM"
78,DANCING GANESHA,1100 HARMON PL,55403,Downtown West,44.97428,-93.27887,"[193524, 200000, 202527, 199999, 251425, 251424, 310496]","['2017/05/23', '2017/06/21', '2017/08/04', '2018/05/22', '2018/06/19', '2019/05/15', '2019/06/13']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[86, 90, 100, 86, 100, 86, 92]","Sun, Mar 15, 2020 at 04:27 PM"
79,DAYS HOTEL ON UNIVERSITY,2407 UNIVERSITY AVE SE #COLLEEN WR,55414,Prospect Park - East River Road,44.97434,-93.22173,"[60433, 192475]","['2017/03/13', '2018/09/12']","['Routine', 'Routine']","[92, 96]","Sun, Mar 15, 2020 at 04:27 PM"
80,DEEQA RESTAURANT,620 16TH AVE S #29,55454,Cedar Riverside,44.96815,-93.25033,"[60518, 192337, 192336, 242981, 296434, 296433]","['2017/02/07', '2017/03/23', '2018/02/12', '2019/02/04', '2019/03/12', '2020/02/06']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[88, 100, 96, 88, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
81,DEJA VU,315 WASHINGTON AVE N,55401,North Loop,44.98466,-93.27338,"[60603, 243619]","['2018/02/22', '2019/08/16']","['Routine', 'Routine']","[100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
82,DEMI 212/DEMI,212 2ND ST N,55401,Marcy Holmes,44.98464,-93.25398,"[286962, 307392]","['2019/03/27', '2019/05/03']","['Routine', 'Follow-Up']","[82, 98]","Sun, Mar 15, 2020 at 04:27 PM"
83,DIAMONDS COFFEE SHOPPE,1618 CENTRAL AVE NE,55413,Logan Park,45.00518,-93.24873,"[60748, 198471, 198470]","['2017/05/10', '2017/06/07', '2018/11/20']","['Routine', 'Follow-Up', 'Routine']","[94, 96, 98]","Sun, Mar 15, 2020 at 04:27 PM"
84,DIYAR RESTAURANT,2910 PILLSBURY AVE #407,55408,Whittier,44.94969,-93.2821,"[287073, 304154]","['2019/03/12', '2019/05/03']","['Routine', 'Follow-Up']","[80, 98]","Sun, Mar 15, 2020 at 04:27 PM"
85,DOTS GRAY,208 29TH AVE N,55411,Hawthorne,45.00971,-93.28095,"[243042, 247715]","['2018/04/09', '2019/04/24']","['Routine', 'Routine']","[100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
86,DOUBLETREE BY HILTON HOTEL MINNEAPOLIS - UNIVERSITY AREA,511 HURON BLVD SE,55414,Prospect Park - East River Road,44.97101,-93.22259,"[242305, 242512, 290950]","['2018/01/19', '2019/01/18', '2020/01/27']","['Routine', 'Routine', 'Routine']","[100, 94, 94]","Sun, Mar 15, 2020 at 04:27 PM"
87,DOWNTOWN CABARET,115 4TH ST S,55401,Downtown West,44.97861,-93.2679,"[12154, 189612, 242331, 242330, 296865, 296864]","['2017/01/30', '2018/02/07', '2018/03/30', '2019/02/08', '2019/04/08', '2020/02/10']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[100, 84, 98, 98, 98, 98]","Sun, Mar 15, 2020 at 04:27 PM"
88,DOWNTOWN RESIDENCE INN,45 8TH ST S,55402,Downtown West,44.97592,-93.27444,"[12226, 201296, 201295, 251980]","['2017/06/07', '2017/07/06', '2018/06/04', '2019/05/30']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[90, 100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
